"Codice_Cipe","Data_Cipe","Progressivo_Cipe","Codice_Titolario","Numero_Fascicolo","Numero_SottoFascicolo","Codice_Registro","Codice_Registro2","Codice_Registro3","Codice_TipoArgomentoCipe","Codice_ArgomentoCipe","Numero_OdgCipe","Oggetto_Cipe","Codice_Ufficio","Codice_RisultanzaCipe","Codice_EsitoCipe","Codice_TipoEsitoCipe","Numero_Delibera","Annotazioni_Cipe"
46542,"2015-08-06 00:00:00",39,2,123,0,6383,,,0,41,"11b","Informativa al Comitato concernente la Relazione annuale sulla strategia nazionale per le aree interne ai sensi del comma 17 dell'articolo 1 della legge di stabilità 2014; ",,0,0,1,0,""
46543,"2015-08-06 00:00:00",40,12,141,0,5884,,,0,41,"11c","Informativa al Comitato sul Programma di investimenti in materia di edilizia sanitaria di cui all’art. 20 della legge n. 67/1988, per gli anni 2012 e 2013",,0,0,1,0,""
46544,"2015-08-06 00:00:00",41,14,86,0,6662,,,0,21,"12","Relazione annuale 2014 sull’attività svolta dal Nucleo di consulenza per l'Attuazione e Regolazione dei Servizi di pubblica utilità (NARS) ",,0,1,1,91,""
46545,"2015-08-06 00:00:00",42,0,0,0,,,,0,21,"12","Relazione annuale 2014 sull’attività svolta  dall’Unità tecnica finanza di progetto (UTFP);",,0,1,1,92,""
48587,"2016-08-10 00:00:00",1,2,116,0,7024,,,0,35,"1a","FSC - INDIVIDUAZIONE AREE TEMATICHE NAZIONALI E PROPOSTA DI ASSEGNAZIONE DELLE RISORSE DEL FSC 2014-2010 I SENSI DELL'ART. 1, COMMA 703, LETTERE B) E C) DELLA LEGG EDI STABILITA' 2015",,,1,8,25,""
48588,"2016-08-10 00:00:00",2,2,123,0,6968,7013,,0,35,"1b","FSC 2014-2020: PIANO PER IL MEZZOGIORNO ASSEGNAZIONE DI RISORSE AI PATTI PER IL SUD",,,1,8,26,""
48589,"2016-08-10 00:00:00",3,2,151,0,6950,,,0,35,"1c","RICOGNIZIONE AI SENSI DELL’ART. 1, COMMA 804, DELLA LEGGE DI STABILITÀ PER IL 2016. ASSEGNAZIONE RISORSE COMPLEMENTARI E RISORSE FSC 2014/2020",,,1,8,27,""
48590,"2016-08-10 00:00:00",4,2,153,0,6960,,,0,35,"1d","FONDO PER LO SVILUPPO E LA COESIONE 2007-2013 (FSC) - REGIONE TOSCANA ""MUSEO DELLE TERME"" - PALAZZINA REGIA DEL COMUNE DI MONTECATINI TERME:  ASSEGNAZIONE DI RISORSE;",,,1,8,28,""
48591,"2016-08-10 00:00:00",5,2,123,0,6982,,,0,35,"1e","FONDO SVILUPPO E COESIONE 2007-2013 REGIONE CAMPANIA RIPROGRAMMAZIONE DELIBERA N. 62/2011",,,1,8,29,""
48592,"2016-08-10 00:00:00",6,2,115,100,6983,,,0,35,"1f","FONDO SVILUPPO E COESIONE 2007-2013 RIPROGRAMMAZIONE DEL PROGRAMMA ATTUATIVO DELLA REGIONE MARCHE",,,1,8,30,""
48593,"2016-08-10 00:00:00",7,2,115,101,7014,,,0,35,"1g","RIMODULAZIONE PAR FSC 2007 – 2013 REGIONE LIGURIA",,,1,8,31,""
48594,"2016-08-10 00:00:00",8,2,108,0,7001,,,0,35,"1h","REGIONE PUGLIA – FSC 2007/2013 – SOSTITUZIONE DI UN INTERVENTO PREVISTO DALLA  DELIBERA DEL CIPE N. 62/2011",,,1,8,32,""
48595,"2016-08-10 00:00:00",9,11,298,0,6969,,,0,56,"2a","METROPOLITANA DI MILANO, LINEA 2, (LEGGE N. 211/1992); ",,,1,8,33,""
48596,"2016-08-10 00:00:00",10,11,313,0,6971,,,0,56,"2b","METROPOLITANA DI TORINO, LINEA 1, TRATTA LINGOTTO – BENGASI",,,1,8,34,""
48597,"2016-08-10 00:00:00",11,11,238,0,6856,6948,,0,56,"2c","RIQUALIFICA E POTENZIAMENTO S.P. EX S.S. 415 “PAULLESE”– RIAPPROVAZIONE DEL PROGETTO DEFINITIVO DEL 2° LOTTO, 1° STRALCIO FUNZIONALE, TRATTE A E B, ANCHE AI FINI DELLA PUBBLICA UTILITÀ E DEL VINCOLO ALL’ESPROPRIO",,,1,8,35,""
48598,"2016-08-10 00:00:00",12,11,424,0,6853,,,0,56,"2d","RIMODULAZIONE FONDO INFRASTRUTTURE EX ART. 32, COMMA 1, DL 98/2011;",,,1,8,36,""
48599,"2016-08-10 00:00:00",13,11,498,0,6954,,,0,56,"2e","POTENZIAMENTO DEGLI IMPIANTI FERROVIARI DI “LA SPEZIA MARITTIMA” ALL’INTERNO DEL PORTO COMMERCIALE SECONDO IL PIANO REGOLATORE PORTUALE: APPROVAZIONE PROGETTO DEFINITIVO E FINANZIAMENTO",,,1,8,37,""
48600,"2016-08-10 00:00:00",14,11,217,0,7010,7020,,0,56,"2f","SISTEMA TANGENZIALE DI LUCCA, PRIMO E SECONDO STRALCIO",,,1,8,38,""
48601,"2016-08-10 00:00:00",15,11,247,0,7026,,,0,56,"2g","NODO FERROSTRADALE DI CASALECCHIO DI RENO",,,1,8,39,""
48602,"2016-08-10 00:00:00",16,11,340,0,6976,,,0,56,"2h","LINEA FERROVIARIA BATTIPAGLIA - REGGIO CALABRIA, ADEGUAMENTO TECNOLOGICO E INFRASTRUTTURALE – SOTTOPROGETTO “SP 13 COSTRUZIONE GALLERIA SUBALVEARE TORRENTE FIUMICELLO” -  PROGETTO DEFINITIVO.",,,1,8,40,""
48603,"2016-08-10 00:00:00",17,11,179,0,6995,7021,7022,0,56,"2i","STRADA STATALE 106 “JONICA”: 3 MACROLOTTO  ",,,1,8,41,""
48604,"2016-08-10 00:00:00",18,11,111,0,7012,,,0,56,"2j","LINEA AV/AC MILANO-GENOVA: TERZO VALICO DEI GIOVI, 4° LOTTO COSTRUTTIVO",,,1,8,42,""
48605,"2016-08-10 00:00:00",19,2,123,0,6945,7004,,0,57,"3a"," STRATEGIA NAZIONALE PER LO SVILUPPO DELLE AREE INTERNE DEL PAESE. STATO DI AVANZAMENTO E INDIRIZZI OPERATIVI PER LA RIPARTIZIONE DELLE RISORSE STANZIATE CON LA LEGGE 23 DICEMBRE 2014, N. 190 (LEGGE DI STABILITÀ 2015);",,,1,8,43,""
48606,"2016-08-10 00:00:00",20,10,13,0,6956,,,0,57,"3b","PROGRAMMA OPERATIVO COMPLEMENTARE AL PON ""RICERCA E INNOVAZIONE 2014-2020"" - MINISTERO DELL'ISTRUZIONE, DELL'UNIVERSITA' E DELLA RICERCA;",,,1,8,44,""
48607,"2016-08-10 00:00:00",21,2,123,0,6967,,,0,57,"3c","PROGRAMMA DI AZIONE E COESIONE COMPLEMENTARE AL PON CULTURA E SVILUPPO (FESR) 2014-2020 – MINISTERO DEI BENI E DELLE ATTIVITÀ CULTURALI E DEL TURISMO",,,1,8,45,""
48608,"2016-08-10 00:00:00",22,2,123,0,6984,,,0,57,"3d","PROGRAMMA DI AZIONE COESIONE - COMPLEMENTARE AL PON CITTÀ METROPOLITANE 2014-2020.- AGENZIA COESIONE TERRITORIALE",,,1,8,46,""
48609,"2016-08-10 00:00:00",23,2,123,0,6966,,,0,57,"3e","PROGRAMMA DI AZIONE COESIONE COMPLEMENTARE AL PON GOVERNANCE E CAPACITÀ ISTITUZIONALE 2014-2020. - AGENZIA COESIONE TERRITORIALE",,,1,8,47,""
48610,"2016-08-10 00:00:00",24,2,78,6,6957,6998,,0,45,"4a","OBIETTIVI, CRITERI E MODALITÀ DI PROGRAMMAZIONE DELLE RISORSE PER LA RICOSTRUZIONE PUBBLICA E ASSEGNAZIONE DI RISORSE A INTERVENTI CONTIERABILI E INVARIANTI (PIANO STRALCIO) E ALL’AZIONE DI SISTEMA ;",,,1,8,48,""
48611,"2016-08-10 00:00:00",25,2,78,6,6957,,,0,45,"4b","APPROVAZIONE DEL PROGRAMMA DI SVILUPPO DEL CRATERE SISMICO AI SENSI DELL’ART. 11, COMMA 12, DEL DECRETO LEGGE N. 78/2015 E ASSEGNAZIONE DI RISORSE DESTINATE A INTERVENTI SELEZIONATI E IMMEDIATAMENTE ATTIVABILI;",,,1,8,49,""
48612,"2016-08-10 00:00:00",26,2,78,6,6957,,,0,45,"4c","PROPOSTA DI ASSEGNAZIONE DELLE RISORSE STANZIATE DAL DECRETO LEGGE N. 43/2013 E DALLA LEGGE DI STABILITÀ N. 190/2014 PER IL FINANZIAMENTO DI SPESE OBBLIGATORIE DI CUI ALLA VOCE “INDENNIZZO BENI MOBILI DANNEGGIATI DAL SISMA” E DI SERVIZI DI NATURA TECNICA E ASSISTENZA QUALIFICATA;",,,1,8,50,""
48613,"2016-08-10 00:00:00",27,11,423,0,6944,7015,7023,0,33,"5","CONTRATTO DI PROGRAMMA RFI 2012-2016, AGGIORNAMENTO 2016; ",,,0,1,0,"PARERE"
48614,"2016-08-10 00:00:00",28,14,59,0,6784,,,0,17,"6","CONCESSIONI AUTOSTRADALI. PARERI SUGLI AGGIORNAMENTI DEI PIANI ECONOMICO FINANZIARI DELLE CONSESSIONARIE AUTOSTRADALI",,,0,1,0,"PARERI"
48615,"2016-08-10 00:00:00",29,11,444,0,6940,,,0,41,"7a","“CORRIDOIO D’INTERCONNESSIONE INFRASTRUTTURALE VIARIA TRA LA VALLE DELL’ASTICO, LA VALSUGANA E LA VALLE DELL’ADIGE: ESITO LAVORI DEL COMITATO PARITETICO (PER L’INTESA PREVISTA DALL’ART.19 DEL DPR 22 MARZO 1974, N.381, N. 381, RECANTE “NORME DI ATTUAZIONE DELLO STATUTO SPECIALE PER LA REGIONE TRENTINO-ALTO ADIGE IN MATERIA DI URBANISTICA ED OPERE PUBBLICHE”.",,,5,10,0,""
48616,"2016-08-10 00:00:00",30,11,105,0,6941,,,0,41,"7b","MESSA IN SICUREZZA EDIFICI SCOLASTICI (L. N. 289/2002, ART. 80, C. 21): RELAZIONE SEMESTRALE AL 31 DIC, 2015 SU AVANZAMENTO 1° E 2° PIANO STRALCIO;",,,5,10,0,""
48617,"2016-08-10 00:00:00",31,11,490,0,6555,,,0,41,"7c","RELAZIONE ANNUALE MIT SU PROGRAMMI TRIENNALI AUTORITÀ PORTUALI;",,,5,10,0,""
48618,"2016-08-10 00:00:00",32,12,139,0,6974,,,0,41,"7d","FSN 2014 – RELAZIONE DELL’ISTITUTO SUPERIORE DI SANITÀ SULL’UTILIZZO DELLA QUOTA ACCANTONATA DI 10 MILIONI DI EURO A VALERE SUGLI OBIETTIVI DI PIANO;",,,5,10,0,""
48619,"2016-08-10 00:00:00",33,11,407,0,6980,,,0,41,"7e","SISTEMA FILOVIARIO DI VERONA (LEGGE N. 211/1992 E S.M.I.);",,,0,10,0,""
48620,"2016-08-10 00:00:00",34,2,123,0,6985,,,0,41,"7f","INFORMATIVA SU PROGRAMMA COMPLEMENTARE PER LA GOVERNANCE DEI SISTEMI DI GESTIONE E CONTROLLO - OBIETTIVO DI COOPERAZIONE TERRITORIALE EUROPEA",,,0,10,0,""
48621,"2016-08-10 00:00:00",35,11,53,0,7017,,,0,41,"7g","ASSE VIARIO MARCHE-UMBRIA E QUADRILATERO DI PENETRAZIONE INTERNA - MAXI LOTTO N. 2 - PEDEMONTANA DELLE MARCHE",,,0,10,0,""
49272,"2017-01-19 00:00:00",1,11,222,0,,,,0,56,"a","Collegamento autostradale tra Dalmine, Como, Varese, il Valico del Gaggiolo e delle opere connesse (Pedemontana Lombarda): proroga della dichiarazione di pubblica utilità della A36-A59-A60",,0,1,8,1,""
50139,"2017-03-03 00:00:00",6,2,123,0,7101,7164,,0,55,"2a","Approvazione del Programma Operativo Complementare al PON  “Legalità 2014 – 2020 del Ministero dell’Interno”            Approvazione del Programma Operativo Complementare (POC) 2014-2020 della Regione Calabria",,0,4,8,6,""
50140,"2017-03-03 00:00:00",7,2,115,91,7155,,,0,55,"2b","Approvazione del Programma Operativo Complementare (POC) 2014-2020 della Regione Calabria    ",,0,4,8,7,""
50141,"2017-03-03 00:00:00",8,11,170,0,7076,,,0,56,"3a"," Asse Ferroviario Monaco-Verona. Accesso Sud alla Galleria di Base del Brennero. Quadruplicamento della Linea Fortezza - Verona. Lotto 1: Fortezza-Ponte Gardena, approvazione progetto definitivo         Itinerario stradale E78 Grosseto-Fano, Tratto Grosseto-Siena, Lotto 4, adeguamento a quattro corsie del tratto Grosseto-Siena (S.S. 223 di Paganico) dal km. 27+200 al km 30+038. Approvazione progetto definitivo",,0,4,8,8,""
50142,"2017-03-03 00:00:00",9,11,295,0,7065,,,0,56,"3b"," Itinerario stradale E78 Grosseto-Fano, Tratto Grosseto-Siena, Lotto 4, adeguamento a quattro corsie del tratto Grosseto-Siena (S.S. 223 di Paganico) dal km. 27+200 al km 30+038. Approvazione progetto definitivo                        ",,0,4,8,9,""
50143,"2017-03-03 00:00:00",10,11,298,29,7085,,,0,56,"3c","Linea M4 metropolitana di Milano “San Cristoforo – Linate”, approvazione di varianti                                      ",,0,4,8,10,""
50144,"2017-03-03 00:00:00",11,11,502,0,6959,7156,7000,0,56,"3d","Metropolitana leggera automatica di Torino, approvazione del progetto definitivo del 1° lotto funzionale “Fermi-Collegno centro” del prolungamento “Collegno - Cascine Vica”                                              ",,0,4,8,11,"vedi anche fasc. 11/313/7156 e 7157; fasc. 11/151/7000"
50145,"2017-03-03 00:00:00",12,14,53,0,7175,,,0,13,"4","Parere sul Contratto di servizio Trenitalia in ambito di obblighi di servizio pubblico per il trasporto ferroviario di passeggeri a media-lunga percorrenza 2017-2026                                                ",,0,4,8,12,""
50146,"2017-03-03 00:00:00",13,14,84,0,7023,,,0,13,"5a","Parere sullo schema di Contratto di programma 2016-2021 - Parte servizi tra il Ministero delle infrastrutture e dei trasporti e Rete ferroviaria Italiana S.p.A. (RFI)         ",,0,4,8,13,""
50147,"2017-03-03 00:00:00",14,14,59,0,6784,,,0,17,"5b"," Parere sullo schema di Atto aggiuntivo alla convenzione unica sottoscritta il 2 settembre 2009 tra ANAS S.p.A. e la Società Autostrada dei Fiori S.p.A. e aggiornamento del Piano economico finanziario                          ",,0,4,8,14,""
50148,"2017-03-03 00:00:00",15,14,60,0,6785,,,0,17,"5c","Parere sullo schema di Atto aggiuntivo alla convenzione unica sottoscritta il 2 settembre 2009 tra ANAS S.p.A. e la Società Autostrada Ligure Toscana S.p.A. (SALT) e aggiornamento del Piano economico finanziario                               ",,0,4,8,15,""
50149,"2017-03-03 00:00:00",16,14,50,0,6790,,,0,17,"5d","Parere sullo schema di Atto aggiuntivo alla convenzione unica sottoscritta il 7 novembre 2007 tra ANAS S.p.A. e la Società Autovie Venete S.p.A. e aggiornamento del Piano economico finanziario                   ",,0,4,8,16,""
50150,"2017-03-03 00:00:00",17,14,88,0,6791,,,0,17,"5e","Concezzioni Autostradali Venete (CAV)",,0,4,8,17,""
50151,"2017-03-03 00:00:00",18,14,61,0,6788,,,0,17,"5f"," Parere sullo schema di Atto aggiuntivo alla convenzione unica sottoscritta il 2 settembre 2009 tra ANAS  S.p.A. e la Società Autostrada Valdostane (SAV) e aggiornamento del Piano economico finanziario  ",,0,4,8,18,""
50152,"2017-03-03 00:00:00",19,14,66,0,6787,,,0,17,"5g"," Parere sullo schema di Atto aggiuntivo alla convenzione unica sottoscritta il 22 dicembre 2009 tra ANAS S.p.A. e la Società Italiana per il Traforo Autostradale del Fréjus S.p.a. (SITAF) e aggiornamento del Piano economico finanziario;",,0,4,8,19,""
50153,"2017-03-03 00:00:00",20,14,37,0,6940,,,0,17,"5h"," Parere sullo schema di Atto aggiuntivo alla convenzione unica sottoscritta il 9 luglio 2007 tra ANAS S.p.A. e la Società Autostrada Brescia-Verona-Vicenza-Padova S.p.A. e aggiornamento del Piano economico finanziario        ",,0,4,8,20,""
50154,"2017-03-03 00:00:00",21,14,56,0,6789,,,0,17,"5i","Parere sullo schema di Atto aggiuntivo alla convenzione unica sottoscritta il 28 luglio 2009 tra ANAS S.p.A. e la Società Tangenziale di Napoli e aggiornamento del Piano economico finanziario    ",,0,4,8,21,""
50155,"2017-03-03 00:00:00",22,14,65,0,6786,,,0,17,"5j"," Parere sullo schema di Atto aggiuntivo alla convenzione unica sottoscritta il 18 novembre 2009 tra ANAS S.p.A. e la Società Autostrada Torino Savona S.p.A. (ATS) e aggiornamento del Piano economico finanziario    ",,0,4,8,22,""
50156,"2017-03-03 00:00:00",23,14,36,0,6973,,,0,17,"5k","Società Autocamionale della Cisa",,0,4,8,23,""
50157,"2017-03-03 00:00:00",24,11,504,0,7045,,,0,4,"5l","Parere sullo schema di decreto del Ministro delle infrastrutture e dei trasporti di concerto con il Ministero dell'economia e delle finanze di cui all'art. 21, comma 8, del decreto legislativo n. 50/16, in materia di Programma triennale dei lavori e Programma biennale delle forniture e servizi",,0,4,8,24,""
50158,"2017-03-03 00:00:00",25,2,157,0,7084,,,0,0,"5m","Parere sullo schema di decreto del Ministro dello sviluppo economico, di concerto con il Ministro dell’economia e delle finanze, concernente la perimetrazione della “Zona franca” nell’ambito dei comuni della Regione Sardegna colpiti dall’alluvione del 18 e 19 novembre 2013 e la definizione delle agevolazioni da concedere alle imprese in essa localizzate     ",,0,4,8,25,""
50159,"2017-03-03 00:00:00",26,2,155,0,7176,,,0,0,"6"," Seconde linee-guida antimafia di cui all’articolo 30, comma 3, del decreto-legge 17 ottobre 2016, n. 189, convertito, con modificazioni, con legge n. 229 del 15 dicembre 2016, recante interventi urgenti in favore delle popolazioni colpite dagli eventi sismici del 2016          ",,0,4,8,26,""
50160,"2017-03-03 00:00:00",27,12,139,0,6779,,,0,53,"7a","Fondo sanitario nazionale (FSN) 2015 - assegnazione alle Regioni delle risorse vincolate per la realizzazione degli obiettivi del Piano Sanitario Nazionale",,0,4,8,27,""
50161,"2017-03-03 00:00:00",28,12,139,0,6778,,,0,53,"7b","Fondo sanitario nazionale (FSN) 2015 - riparto tra le Regioni delle disponibilità finanziarie per il Servizio Sanitario Nazionale (SSN)",,0,4,8,28,""
50162,"2017-03-03 00:00:00",29,12,143,0,7114,,,0,53,"7c","Fondo sanitario nazionale (FSN) 2015 -  riparto tra le Regioni della quota vincolata per l’assistenza prestata ai cittadini stranieri presenti sul territorio nazionale, non in regola con le norme relative all’ingresso e al soggiorno",,0,4,8,29,""
50163,"2017-03-03 00:00:00",30,12,143,0,6846,,,0,53,"7d","Fondo sanitario nazionale (FSN) 2015 - riparto tra le Regioni della quota vincolata per il finanziamento delle borse di studio in medicina generale ",,0,4,8,30,""
50164,"2017-03-03 00:00:00",31,12,140,0,6845,,,0,53,"7e","Fondo sanitario nazionale (FSN) 2015 - riparto tra le regioni delle somme destinate al fondo per l’esclusività del rapporto del personale dirigente del ruolo sanitario che ha optato per l’esercizio della libera professione intramuraria",,0,4,8,31,""
50165,"2017-03-03 00:00:00",32,12,130,0,6843,,,0,53,"7f","Fondo sanitario nazionale (FSN) 2015 – riparto tra le regioni della quota destinata al finanziamento della sanità penitenziaria;",,0,4,8,32,""
50166,"2017-03-03 00:00:00",33,12,131,0,6844,,,0,53,"7g","Fondo sanitario nazionale (FSN) 2015: riparto tra le regioni della quota destinata al finanziamento di parte corrente per il superamento degli ospedali psichiatrici giudiziari",,0,4,8,33,""
50167,"2017-03-03 00:00:00",34,12,139,0,7177,,,0,53,"7h","Fondo sanitario nazionale (FSN) 2016 - riparto tra le Regioni delle disponibilità finanziarie per il Servizio Sanitario Nazionale (SSN)",,0,4,8,34,""
50168,"2017-03-03 00:00:00",35,12,152,0,7118,,,0,53,"7i","iFondo sanitario nazionale (FSN) 2016 - riparto tra le Regioni della quota vincolata per l’assistenza prestata ai cittadini stranieri presenti sul territorio nazionale non in regola con le norme relative all’ingresso e al soggiorno",,0,4,8,35,""
50169,"2017-03-03 00:00:00",36,12,143,0,7114,,,0,53,"7j","Fondo sanitario nazionale (FSN) 2016 - riparto tra le Regioni della quota vincolata per il finanziamento delle borse di studio in medicina generale; ",,0,4,8,36,""
50170,"2017-03-03 00:00:00",37,12,146,0,7119,,,0,53,"7k","Fondo sanitario nazionale (FSN) 2016 - riparto tra le regioni delle somme vincolate destinate al fondo per l’esclusività del rapporto del personale dirigente del ruolo sanitario che ha optato per l’esercizio della libera professione intramuraria",,0,4,8,37,""
50171,"2017-03-03 00:00:00",38,12,139,0,7178,,,0,53,"7l","Fondo sanitario nazionale (FSN) 2016 - assegnazione alle Regioni delle risorse vincolate per la realizzazione degli obiettivi del Piano Sanitario Nazionale; ",,0,4,8,38,""
50172,"2017-03-03 00:00:00",39,12,132,0,7116,,,0,53,"7m","Fondo sanitario nazionale (FSN) 2016 – riparto tra le regioni della quota destinata al finanziamento della medicina penitenziaria",,0,4,8,39,""
50173,"2017-03-03 00:00:00",40,12,131,0,7115,,,0,53,"7n","Fondo sanitario nazionale (FSN) 2016 – Riparto tra le regioni della quota destinata al finanziamento di parte corrente per il superamento degli ospedali psichiatrici giudiziari",,0,4,8,40,""
50174,"2017-03-03 00:00:00",41,12,156,0,7120,,,0,53,"7o","Fondo  sanitario  nazionale (FSN) 2014-2015-2016 – riparto  tra  le regioni della quota destinata al finanziamento in via sperimentale dello screening  neonatale per la diagnosi precoce di patologie metaboliche ereditarie",,0,0,8,41,""
50175,"2017-03-03 00:00:00",42,0,0,0,,,,0,56,"8a","Informativa sul mancato corso, a seguito del parere ostativo della Ragioneria generale dello Stato, della delibera 10 agosto 2016, n. 34: “Prolungamento della “Linea 1 della metropolitana di Torino, tratta 4 Lingotto - Bengasi. Assegnazione finanziamento previo definanziamento dell’intervento “Metropolitana leggera automatica linea 2, tratta Rebaudengo - Giulio Cesare”",,0,4,10,0,""
50176,"2017-03-03 00:00:00",43,0,0,0,,,,0,56,"8b","Informativa sulla Tranvia su gomma del comune di Latina, Linea 1, Latina scalo - Latina centro, e linea 2, Latina centro - nuovi quartieri ovest”. Presa d’atto della comunicazione del Comune di Latina circa l’impossibilità di proseguire nella realizzazione dell’opera e adozione di conseguenti determinazioni",,0,4,10,0,""
50177,"2017-03-03 00:00:00",44,0,0,0,,,,0,57,"8c","Informativa su: Accordo di partenariato (reg. UE n. 1303/2013) - Strategia nazionale per lo sviluppo delle Aree interne del Paese",,0,4,10,0,""
